StartDate,EndDate,relationship_status,relationship_length,sleeping_alone_frequency,"When you're not sleeping in the same bed as your partner, where do you typically sleep?",,"When you're not sleeping in the same bed, where does your partner typically sleep?",,What are the reasons that you sleep in separate beds? Please select all that apply.,,,,,,,,,,,When was the first time you slept in separate beds?,"To what extent do you agree with the following statement: ""sleeping in separate beds helps us to stay together.""","To what extent do you agree with the following statement: ""we sleep better when we sleep in separate beds.""","To what extent do you agree with the following statement:ë_""our sex life has improved as a result of sleeping in separate beds.""ë_",Which of the following best describes your current occupation?,,Gender,Age,income,Education,Location (Census Region)
7/9/14 19:32,7/9/14 19:32,Married,6-10 years,Never,,,,,,,,,,,,,,,,,,,,Computer and Mathematical Occupations,,Male,30-44,,Some college or Associate degree,New England
7/9/14 19:31,7/9/14 19:32,Married,1-5 years,Never,,,,,,,,,,,,,,,,,,,,Healthcare Support Occupations,,Female,18-29,"$50,000 - $99,999",Graduate degree,East North Central
7/9/14 19:31,7/9/14 19:32,In a domestic partnership or civil union,More than 20 years,Never,,,,,,,,,,,,,,,,,,,,Other (please specify),Retired,Male,> 60,"$50,000 - $99,999",High school degree,Middle Atlantic
7/9/14 19:31,7/9/14 19:35,In a domestic partnership or civil union,11-15 years,Every night,Separate bedroom,,Separate bedroom,,One of us snores,,,,,,,,,,,Within the first 1-5 years of our relationship,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Other (please specify),both retired,Male,> 60,,Graduate degree,East North Central
7/9/14 19:31,7/9/14 19:33,Married,11-15 years,Once a year or less,On the couch/chair,,"My partner sleeps in our shared bed, I'm the one who sleeps somewhere else",,,,One of us is sick,,,,,,,,,Within the first 1-5 years of our relationship,Strongly disagree,Somewhat disagree,Strongly disagree,"Education, Training, and Library Occupations",,Male,> 60,"$100,000 - $149,999",Bachelor degree,East North Central
7/9/14 19:31,7/9/14 19:34,Married,More than 20 years,Once a year or less,On the couch/chair,,On the couch/chair,,,,,,,We've had an argument or fight,,,,,,Within the first 1-5 years of our relationship,Strongly disagree,Strongly disagree,Strongly disagree,Other (please specify),Biotechnology,Male,45-60,"$150,000.00",Graduate degree,East North Central
7/9/14 19:31,7/9/14 19:31,Married,More than 20 years,Never,,,,,,,,,,,,,,,,,,,,Other (please specify),Retired,Male,> 60,,Graduate degree,New England
7/9/14 19:30,7/9/14 19:31,Married,11-15 years,Never,,,,,,,,,,,,,,,,,,,,Office and Administrative Support Occupations,,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,West North Central
7/9/14 19:30,7/9/14 19:31,"Single, but cohabiting with a significant other",1-5 years,Never,,,,,,,,,,,,,,,,,,,,Office and Administrative Support Occupations,,Female,18-29,"$0 - $24,999",Some college or Associate degree,Mountain
7/9/14 19:30,7/9/14 19:30,Married,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/9/14 19:30,7/9/14 19:33,Married,11-15 years,A few times per week,"I sleep in our shared bed, my partner is the one who sleeps somewhere else",,Separate bedroom,,,,,,,,,,,,Other (please specify),Within the first 1-5 years of our relationship,Strongly disagree,Strongly disagree,Neither agree nor disagree,Construction and Extraction Occupations,,Male,45-60,"$50,000 - $99,999",Graduate degree,Mountain
7/9/14 19:29,7/9/14 19:32,"Single, but cohabiting with a significant other",1-5 years,A few times per week,"I sleep in our shared bed, my partner is the one who sleeps somewhere else",,On the couch/chair,,One of us snores,,,,,,,,,,,Within the first 1-5 years of our relationship,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Transportation and Materials Moving Occupations,,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,East North Central
7/9/14 19:29,7/9/14 19:31,Married,More than 20 years,Never,,,,,,,,,,,,,,,,,,,,Other (please specify),campground owner and small business owner,Female,> 60,"$50,000 - $99,999",Graduate degree,Pacific
7/9/14 19:29,7/9/14 19:31,Married,More than 20 years,Never,,,,,,,,,,,,,,,,,,,,Other (please specify),Compliance and Training Specialist,Male,> 60,"$100,000 - $149,999",Some college or Associate degree,East North Central
7/9/14 19:29,7/9/14 19:30,Married,1-5 years,Never,,,,,,,,,,,,,,,,,,,,"Education, Training, and Library Occupations",,Male,30-44,"$100,000 - $149,999",Graduate degree,West North Central
7/9/14 19:22,7/9/14 19:31,Married,6-10 years,Once a month or less,Separate bedroom,,Separate bedroom,,,,One of us is sick,,,We've had an argument or fight,,,,Night working/very different sleeping times,,Within the first 1-5 years of our relationship,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Office and Administrative Support Occupations,,Female,18-29,,Graduate degree,Pacific
7/9/14 19:29,7/9/14 19:32,Married,More than 20 years,Every night,"I sleep in our shared bed, my partner is the one who sleeps somewhere else",,On the couch/chair,,One of us snores,,,,,,,,,,,Within 6-10 years of our relationship,Somewhat disagree,Somewhat agree,Somewhat agree,Production Occupations,,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,New England
7/9/14 19:28,7/9/14 19:31,Married,More than 20 years,Never,,,,,,,,,,,,,,,,,,,,Office and Administrative Support Occupations,,Female,45-60,"$25,000 - $49,999",Some college or Associate degree,West South Central
7/9/14 19:29,7/9/14 19:29,Married,1-5 years,Never,,,,,,,,,,,,,,,,,,,,Healthcare Practitioners and Technical Occupations,,Female,18-29,"$100,000 - $149,999",Some college or Associate degree,East North Central
7/9/14 19:28,7/9/14 19:29,Married,More than 20 years,Never,,,,,,,,,,,,,,,,,,,,"Education, Training, and Library Occupations",,Female,> 60,,Graduate degree,West North Central
7/9/14 19:28,7/9/14 19:29,"Single, but cohabiting with a significant other",Less than 1 year,Once a month or less,Separate bedroom,,"My partner sleeps in our shared bed, I'm the one who sleeps somewhere else",,,,,,We have different temperature preferences for the room,We've had an argument or fight,,,,,,Within the first 1-5 years of our relationship,Strongly disagree,Somewhat agree,Neither agree nor disagree,"Arts, Design, Entertainment, Sports, and Media Occupations",,,,,,
7/9/14 19:28,7/9/14 19:28,Married,6-10 years,Never,,,,,,,,,,,,,,,,,,,,Computer and Mathematical Occupations,,Male,30-44,"$100,000 - $149,999",Bachelor degree,New England
7/9/14 19:28,7/9/14 19:28,Married,6-10 years,Every night,,,,,,,,,,,,,,,,,,,,,,,,,,
7/9/14 19:27,7/9/14 19:28,"Single, but cohabiting with a significant other",1-5 years,Never,,,,,,,,,,,,,,,,,,,,Legal Occupations,,Female,30-44,"$50,000 - $99,999",Graduate degree,South Atlantic
7/9/14 19:27,7/9/14 19:31,Married,11-15 years,Once a year or less,Other (please specify),Couch,Other (please specify),Couch,One of us snores,,One of us is sick,,,,,,,,,Within the first 1-5 years of our relationship,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Sales and Related Occupations,,Female,45-60,"$50,000 - $99,999",High school degree,East North Central
7/9/14 19:27,7/9/14 19:27,Married,More than 20 years,Never,,,,,,,,,,,,,,,,,,,,Management Occupations,,,,,,
7/9/14 19:27,7/9/14 19:28,Married,6-10 years,Never,,,,,,,,,,,,,,,,,,,,Business and Financial Operations Occupations,,Female,30-44,"$150,000.00",Bachelor degree,West South Central
7/9/14 19:26,7/9/14 19:28,Married,1-5 years,Once a year or less,On the couch/chair,,On the couch/chair,,,,One of us is sick,,,We've had an argument or fight,,,,,,Within the first 1-5 years of our relationship,Strongly disagree,Strongly disagree,Strongly disagree,"Arts, Design, Entertainment, Sports, and Media Occupations",,Male,18-29,"$50,000 - $99,999",Graduate degree,West North Central
7/9/14 19:26,7/9/14 19:27,"Single, but cohabiting with a significant other",6-10 years,Never,,,,,,,,,,,,,,,,,,,,Legal Occupations,,Female,18-29,"$0 - $24,999",Bachelor degree,East North Central
7/9/14 19:26,7/9/14 19:29,Separated,16-20 years,Once a month or less,On the couch/chair,,On the couch/chair,,One of us snores,,,,,We've had an argument or fight,,,,,Other (please specify),Within 6-10 years of our relationship,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Other (please specify),non profit,Female,45-60,"$150,000.00",Graduate degree,South Atlantic
7/9/14 19:26,7/9/14 19:29,"Single, but cohabiting with a significant other",1-5 years,Once a year or less,On the couch/chair,,"My partner sleeps in our shared bed, I'm the one who sleeps somewhere else",,,,,,,,,,,,Other (please specify),Within the first 1-5 years of our relationship,Strongly disagree,Strongly disagree,Strongly disagree,Healthcare Practitioners and Technical Occupations,,Female,18-29,"$50,000 - $99,999",Bachelor degree,Pacific
7/9/14 19:26,7/9/14 19:29,Married,More than 20 years,Every night,Separate bedroom,,Separate bedroom,,One of us snores,,,We are no longer physically intimate,,,,,,,,Within 16-20 years of our relationship,Strongly agree,Strongly agree,Neither agree nor disagree,Other (please specify),retired,Male,> 60,,Graduate degree,New England
7/9/14 19:26,7/9/14 19:28,Married,6-10 years,Every night,"I sleep in our shared bed, my partner is the one who sleeps somewhere else",,On the couch/chair,,,,,,,,,,,Night working/very different sleeping times,,Within the first 1-5 years of our relationship,Strongly disagree,Strongly disagree,Strongly disagree,Management Occupations,,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic
7/9/14 19:26,7/9/14 19:27,Married,More than 20 years,Never,,,,,,,,,,,,,,,,,,,,Other (please specify),retired,Male,> 60,,High school degree,Middle Atlantic
7/9/14 19:26,7/9/14 19:27,Married,More than 20 years,Never,,,,,,,,,,,,,,,,,,,,Management Occupations,,Male,45-60,,High school degree,East North Central
7/9/14 19:26,7/9/14 19:28,Divorced,6-10 years,A few times per week,Other (please specify),At my own home,Other (please specify),At her own home,,,,,,,,,,,Other (please specify),Immediately/ We've always slept in separate beds,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Office and Administrative Support Occupations,,Male,45-60,"$25,000 - $49,999",Bachelor degree,West North Central
7/9/14 19:26,7/9/14 19:28,In a domestic partnership or civil union,11-15 years,A few times per month,"I sleep in our shared bed, my partner is the one who sleeps somewhere else",,Separate bedroom,,,,,,We have different temperature preferences for the room,,,,,,,Within 6-10 years of our relationship,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Other (please specify),retired,Male,> 60,"$50,000 - $99,999",Bachelor degree,West North Central
7/9/14 19:26,7/9/14 19:28,"Single, but cohabiting with a significant other",Less than 1 year,Once a month or less,Separate bedroom,,"My partner sleeps in our shared bed, I'm the one who sleeps somewhere else",,,,,,We have different temperature preferences for the room,We've had an argument or fight,,,,,,Within the first 1-5 years of our relationship,Strongly disagree,Somewhat agree,Neither agree nor disagree,"Arts, Design, Entertainment, Sports, and Media Occupations",,Female,18-29,"$50,000 - $99,999",Bachelor degree,West North Central
7/9/14 19:25,7/9/14 19:27,Married,More than 20 years,Never,,,,,,,,,,,,,,,,,,,,Computer and Mathematical Occupations,,Male,> 60,"$150,000.00",Bachelor degree,West South Central
7/9/14 19:26,7/9/14 19:28,Married,16-20 years,Once a year or less,Separate bedroom,,"My partner sleeps in our shared bed, I'm the one who sleeps somewhere else",,,,One of us is sick,,,,,,,,,Within the first 1-5 years of our relationship,Somewhat agree,Somewhat agree,Strongly disagree,Healthcare Support Occupations,,Male,45-60,"$50,000 - $99,999",Bachelor degree,Pacific
